"phylum","species","accession","nreads","Adenoviridae","Adintoviridae","Alloherpesviridae","Alphaflexiviridae","Amalgaviridae","Arteriviridae","Ascoviridae","Asfarviridae","Astroviridae","Baculoviridae","Betaflexiviridae","Botourmiaviridae","Bromoviridae","Caliciviridae","Caulimoviridae","Chuviridae","Circoviridae","Coronaviridae","Cruciviridae","Cystoviridae","Deltaflexiviridae","Dicistroviridae","Flaviviridae","Geminiviridae","Genomoviridae","Hepadnaviridae","Hepeviridae","Herpesviridae","Hypoviridae","Iflaviridae","Inoviridae","Iridoviridae","Lavidaviridae","Leviviridae","Luteoviridae","Marnaviridae","Marseilleviridae","Microviridae","Mimiviridae","Mitoviridae","Mymonaviridae","Uncertain family","Nairoviridae","Narnaviridae","Nimaviridae","Nudiviridae","Orthomyxoviridae","Papillomaviridae","Paramyxoviridae","Partitiviridae","Parvoviridae","Phenuiviridae","Phycodnaviridae","Picornaviridae","Pithoviridae","Polycipiviridae","Polydnaviridae","Polyomaviridae","Potyviridae","Poxviridae","Pseudoviridae","Reoviridae","Retroviridae","Rhabdoviridae","Secoviridae","Solemoviridae","Togaviridae","Tombusviridae","Totiviridae","Tymoviridae","Virgaviridae","Adomaviridae","Aliusviridae","Alphasatellitidae","Alphatetraviridae","Alvernaviridae","Amnoonviridae","Anelloviridae","Arenaviridae","Artoviridae","Aspiviridae","Bacilladnaviridae","Barnaviridae","Benyviridae","Bidnaviridae","Birnaviridae","Bornaviridae","Carmotetraviridae","Chrysoviridae","Closteroviridae","Cruliviridae","Endornaviridae","Filoviridae","Fimoviridae","Fusariviridae","Gammaflexiviridae","Hantaviridae","Hytrosaviridae","Kitaviridae","Kolmioviridae","Leishbuviridae","Lispiviridae","Malacoherpesviridae","Matonaviridae","Mayoviridae","Medioniviridae","Megabirnaviridae","Mesoniviridae","Metaviridae","Nanoviridae","Nodaviridae","Nyamiviridae","Ovaliviridae","Peribunyaviridae","Permutotetraviridae","Phasmaviridae","Picobirnaviridae","Pneumoviridae","Podoviridae","Polymycoviridae","Portogloboviridae","Qinviridae","Quadriviridae","Redondoviridae","Roniviridae","Sinhaliviridae","Smacoviridae","Solinviviridae","Tobaniviridae","Tospoviridae","Tristromaviridae","Xinmoviridae"
"UROCHORDATA","Aplidium_turbinatum","ERR6745738",136767,5,0,0,0,0,0,12,0,0,329,0,0,0,0,0,0,0,12,0,0,0,3,14195,1,0,0,2202,44,0,0,0,222,0,0,0,0,814,0,47939,8768,0,18103,0,0,0,35,0,0,0,962,0,0,7823,0,102,0,98,0,18,1230,0,0,21102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Botryllus_schlosseri","SRR10352205",244384,15,0,33,0,0,0,9,0,0,1544,0,1,0,0,0,0,48,0,8,0,0,0,2907,0,22,84,3989,253,0,0,1,850,0,0,9,0,1237,84,34870,48371,0,21724,18,0,0,347,0,0,0,1814,409,1,8614,12,912,38,1894,0,60,8967,0,0,79901,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Halocynthia_roretzi","SRR10743033",211755,1,0,8,0,0,0,1,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,12296,0,0,0,8999,280,0,0,0,209,0,0,0,0,655,0,33005,7885,0,32406,105,0,0,235,0,1,0,2098,0,0,4992,0,425,0,823,0,149,4799,0,0,62390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Molgula_occulta","SRR1199268",266347,1,0,835,0,0,0,9,0,0,6731,0,0,0,0,0,0,0,0,0,0,0,0,2863,0,0,0,177,506,0,0,0,2056,0,0,0,0,15057,0,18401,4401,0,95059,139,0,150,331,0,0,0,662,0,0,6595,0,74,0,40,0,8,13953,0,0,58940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Molgula_oculata","SRR1197522",230363,1,0,587,0,0,0,4,0,0,5464,1,0,0,1,0,0,0,0,0,0,0,0,1829,0,0,0,340,743,0,0,0,1664,0,0,0,0,14305,0,14451,5263,0,77256,114,0,0,147,0,0,0,1056,0,0,4090,0,93,0,36,0,36,9399,0,0,70888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Salpa_thompsoni","SRR4072794",89495,0,0,0,0,0,0,1,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,2101,0,0,0,892,26,0,0,0,118,0,0,0,0,1025,0,12096,3544,0,19951,31,0,0,3,0,0,0,956,0,0,3031,0,133,0,29,0,12,2164,0,0,33102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UROCHORDATA","Styela_clava","SRR8599817",162986,1,0,195,0,0,0,1,1,0,13840,0,0,0,0,1,0,0,0,0,0,0,0,7945,0,0,0,1764,114,0,0,0,1843,0,0,0,0,864,0,32109,2382,0,20213,659,0,0,102,0,0,0,946,0,0,16284,0,414,0,512,0,46,15979,0,0,15306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Childia_submaculatum","SRR3105702",99727,0,0,0,0,0,0,14,0,0,1236,0,0,0,0,0,0,0,0,0,0,0,0,7092,0,0,0,0,97,1,0,0,274,0,0,0,2,717,0,9234,8176,0,25366,11,0,0,202,0,0,0,1130,0,0,19148,0,764,0,17,0,110,2922,0,0,19414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Diopisthoporus_gymnopharyngeus","SRR3105703",348134,0,0,0,0,0,0,2,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,13253,0,0,0,797,6,0,0,0,16,0,0,0,0,166,0,54199,10812,0,52550,3,0,0,1,0,0,0,39,0,0,2425,0,318,0,0,0,0,1669,0,0,208116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Diopisthoporus_longitubus","SRR3105704",250220,0,0,33,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,1,10065,0,0,0,157,3,1,0,0,90,0,0,0,0,1267,0,77864,11817,0,71434,22,0,0,199,0,0,0,2245,0,0,4776,0,1349,0,14,0,0,5755,0,0,54333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Eumecynostomum_macrobursalium","SRR3105705",172998,51,0,6,0,0,0,9,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,4205,0,0,0,0,0,0,0,0,467,0,0,0,0,3507,0,33372,12628,0,24649,0,0,0,326,0,0,0,2915,0,0,15309,0,3559,0,36,0,0,7426,0,0,28541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Flagellophora_sp.","SRR8641368",972544,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12934,0,0,0,74,7,0,0,0,3,0,0,0,0,125149,0,262543,708,0,32304,1,0,0,0,0,0,0,6,0,0,143131,0,17,0,2,0,0,74045,0,3,187544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Hofstenia_miamia","SRR8454196",160996,0,0,12,0,0,0,1,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,2154,0,0,0,0,6,0,0,0,253,0,0,0,0,1234,0,31043,3198,0,27944,267,0,70,84,0,0,0,771,0,0,8175,0,833,0,11,0,0,4791,0,0,60610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Isodiametra_pulchra","SRR12179257",366321,0,0,34,0,0,0,118,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,16538,0,0,0,69,18,0,0,0,231,0,0,0,0,254,0,61320,2120,0,157401,28,0,1,23,0,0,0,90,9,0,73454,0,232,0,8352,0,3,8858,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Meara_stichopi","SRR2681155",455360,0,0,20,0,0,0,3,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,17500,0,0,0,2,128,0,0,0,207,0,0,0,0,7010,0,69223,11389,0,126561,79,0,159,27,0,0,0,2125,0,0,69341,0,3295,0,115,0,1,11516,0,0,88738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Nemertoderma_westbladi","SRR8491950",53256,0,0,0,0,0,0,28,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,19,3,0,0,0,6,0,0,0,0,348,0,4667,112,0,15859,10,0,5,2,0,0,0,76,0,0,15490,0,490,0,42,0,0,514,0,0,7707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Neochildia_fusca","SRR8617822",220301,0,0,0,0,0,0,4,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,46452,0,0,0,28,121,0,0,0,357,0,0,0,0,876,0,18810,3682,0,49143,188,0,0,192,0,0,0,415,0,0,51531,2,1275,0,84,0,0,4632,0,2,28582,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Paratomella_rubra","SRR6375633",307208,6,0,39,3,0,0,1,0,0,517,0,0,0,0,0,0,0,0,0,0,0,12,11836,0,0,0,1002,193,0,0,0,471,0,0,0,0,793,0,49237,10696,0,111763,85,0,1,0,0,0,0,1835,0,0,18127,0,898,0,3924,0,0,11062,0,0,48815,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Pseudaphanostoma_variabilis","SRR8524599",561636,0,0,17,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,19239,0,0,0,17,10,0,0,0,59,0,0,0,0,552,0,39871,32175,0,185428,8,0,1,10,0,0,0,620,0,0,107852,1,1785,0,33,2,0,6165,0,0,149002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Symsagittifera_roscoffensis","SRR8506641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XENACOELOMORPHA","Xenoturbella_bocki","SRR8638116",28775,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10341,596,0,9,0,0,0,0,0,0,0,0,0,0,123,0,88,0,49,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
